FoodID,FoodDescription,FoodDescriptionF,ConversionFactorValue
624,"Chicken, broiler, thigh, meat and skin, flour coated, fried","Poulet à griller, haut de cuisse, viande et peau, enfariné, frit",1.42645
625,"Chicken, broiler, thigh, meat, fried","Poulet à griller, haut de cuisse, viande, frit",1.42645
626,"Chicken, broiler, wing, meat and skin, raw","Poulet à griller, aile, viande et peau, cru",1.25
627,"Chicken, broiler, wing, meat and skin, batter dipped, fried","Poulet à griller, aile, viande et peau, pâte à frire, frit",1.42645
628,"Chicken, broiler, wing, meat and skin, flour coated, fried","Poulet à griller, aile, viande et peau, enfariné, frit",1.42645
629,"Chicken, broiler, wing, meat and skin,  roasted","Poulet à griller, aile, viande et peau, rôti",1.42645
630,"Chicken, broiler, wing, meat and skin, stewed","Poulet à griller, aile, viande et peau, à l'étuvée",1.42645
631,"Chicken, broiler, wing, meat, raw","Poulet à griller, aile, viande, cru",1.25
632,"Chicken, broiler, wing, meat, fried","Poulet à griller, aile, viande, frit",1.42645
633,"Chicken, broiler, wing, meat, roasted","Poulet à griller, aile, viande, rôti",1.42645
634,"Chicken, broiler, wing, meat, stewed","Poulet à griller, aile, viande, à l'étuvée",1.42645
635,"Chicken, roasting, meat, skin, giblets and neck, raw","Poulet à rôtir, viande, peau, abats et cou, crus",1.25
636,"Chicken, roasting, meat, skin, giblets and neck, roasted","Poulet à rôtir, viande, peau, abats et cou, rôtis",1.532
637,"Chicken, roasting, meat and skin, raw","Poulet à rôtir, viande et peau, cru",1.25
638,"Chicken, roasting, meat and skin, roasted","Poulet à rôtir, viande et peau, rôties",1.42645
639,"Chicken, roasting, meat only, raw","Poulet à rôtir, viande seulement, crue",1.25
640,"Chicken, roasting, meat only, roasted","Poulet à rôtir, viande seulement, rôtie",1.42645
641,"Chicken, roasting, giblets, raw","Poulet à rôtir, abats, cru",1.25
642,"Chicken, roasting, giblets, simmered","Poulet à rôtir, abats, mijoté",1.0
643,"Chicken, roasting, light meat, raw","Poulet à rôtir, viande blanche, cru",1.25
644,"Chicken, roasting, light meat, roasted","Poulet à rôtir, viande blanche, rôti",0.57058
645,"Chicken, stewing, meat, skin, giblets and neck, raw","Poulet à bouillir, viande, peau, abats et cou, crus",1.25
646,"Chicken, stewing, meat, skin, giblets and neck, stewed","Poulet à bouillir, viande, peau, abats et cou, à l'étuvée",0.75
647,"Chicken, stewing, meat and skin, raw","Poulet à bouillir, viande et peau, crues",0.9
648,"Chicken, stewing, meat and skin, stewed","Poulet à bouillir, viande et peau, à l'étuvée",1.42645
649,"Chicken, stewing, meat only, raw","Poulet à bouillir, viande seulement, crue",0.9
650,"Chicken, stewing, giblets, raw","Poulet à bouillir, abats, cru",1.25
651,"Chicken, stewing, giblets, simmered","Poulet à bouillir, abats, mijoté",1.0
652,"Chicken, stewing, light meat only, raw","Poulet à bouillir, viande blanche seulement, cru",1.25
653,"Chicken, stewing, light meat only, stewed","Poulet à bouillir, viande blanche seulement, à l'étuvée",1.42645
654,"Chicken, stewing, dark meat only, raw","Poulet à bouillir, viande brune seulement, cru",0.9
655,"Chicken, stewing, dark meat only, stewed","Poulet à bouillir, viande brune seulement, à l'étuvée",0.75
656,"Chicken, capons, meat, skin, giblets and neck, raw","Poulet, chapon, viande, peau, abats et cou, crus",1.25
657,"Chicken, capons, meat, skin, giblets and neck, roasted","Poulet, chapon, viande, peau, abats et cou, rôtis",0.75
658,"Chicken, capon, meat and skin, raw","Poulet, chapon, viande et peau, crues",1.25
659,"Chicken, capon, meat and skin, roasted","Poulet, chapon, viande et peau, rôties",0.75
660,"Chicken, capon, giblets, raw","Poulet, chapon, abats, cru",1.25
661,"Chicken, capon, giblets, simmered","Poulet, chapon, abats, mijoté",1.0
662,"Duck, domesticated, meat and skin, raw","Canard domestiqué, viande et peau, crues",0.9
663,"Duck, domesticated, meat and skin, roasted","Canard domestiqué, viande et peau, rôties",0.75
664,"Duck, domesticated, meat only, raw","Canard domestiqué, viande seulement, crue",0.9
665,"Duck, domesticated, meat only, roasted","Canard domestiqué, viande seulement, rôtie",0.75
666,"Duck, domesticated, liver, raw","Canard domestiqué, foie, cru",1.25
667,"Duck, wild, native, meat and skin, raw","Canard sauvage, autochtone, viande et peau, crues",0.9
668,"Duck, wild, native, breast, meat only, raw","Canard sauvage, autochtone, poitrine, viande seulement, cru",1.25
669,"Goose, domesticated, meat and skin, raw","Oie domestiquée, viande et peau, crues",0.9
670,"Goose, domesticated, meat and skin, roasted","Oie domestiquée, viande et peau, rôties",0.75
671,"Goose, domesticated, meat only, raw","Oie domestiquée, viande seulement, crue",1.25
672,"Goose, domesticated, meat only, roasted","Oie domestiquée, viande seulement, rôtie",0.75
673,"Goose, domesticated, liver, raw","Oie domestiquée, foie, cru",1.25
674,"Guinea, meat and skin, raw","Pintade, viande et peau, crues",1.25
675,"Guinea, meat only, raw","Pintade, viande seulement, crue",1.25
676,"Pheasant, meat and skin, raw","Faisant, viande et peau, crues",0.9
677,"Pheasant, meat only, raw","Faisan, viande seulement, crue",1.25
678,"Pheasant, breast, meat only, raw","Faisan, poitrine, viande seulement, cru",1.25
679,"Pheasant, leg, meat only, raw","Faisan, cuisse, viande seulement, cru",1.25
680,"Quail, meat and skin, raw","Caille, viande et peau, crue",0.9
681,"Quail, meat only, raw","Caille, viande seulement, crue",1.25
682,"Quail, breast, meat only, raw","Caille, poitrine, viande seulement, crue",1.25
683,"Squab (pigeon), meat and skin, raw","Pigeonneaux (pigeon), viander et peau, crues",0.9
684,"Squab (pigeon), meat only, raw","Pigeonneaux (pigeon), viande seulement, crue",1.25
685,"Squab (pigeon), breast, meat only, raw","Pigeonneaux (pigeon), poitrine, viande seulement, cru",1.25
688,"Turkey, all classes, meat and skin, raw","Dinde, toutes catégories, viande et peau, crue",20.585
689,"Turkey, all classes, meat and skin, roasted","Dinde, toutes catégories, viande et peau, rôtie",15.0081
690,"Turkey, all classes, meat only, raw","Dinde, toutes catégories, viande seulement, cru",18.6042
691,"Turkey, all classes, meat only, roasted","Dinde, toutes catégories, viande seulement, rôti",13.67694
692,"Turkey, all classes, skin and separable fat only, raw","Dinde, toutes catégories, peau et gras séparable seulement, crue",0.85
693,"Turkey, all classes, skin and separable fat only, roasted","Dinde, toutes catégories, peau et gras séparable seulement, rôtie",0.55
694,"Turkey, all classes, giblets, raw","Dinde, toutes catégories, abats, crus",0.9
695,"Turkey, all classes, giblets, simmered","Dinde, toutes catégories, abats, mijotés",0.75
696,"Turkey, all classes, gizzard, raw","Dinde, toutes catégories, gésier, cru",0.63
697,"Turkey, all classes, gizzard, simmered","Dinde, toutes catégories, gésier, mijoté",0.45
698,"Turkey, all classes, heart, raw","Dinde, toutes catégories, coeur, cru",1.25
699,"Turkey, all classes, heart, simmered","Dinde, toutes catégories, coeur, mijoté",1.0
700,"Turkey, all classes, liver, raw","Dinde, toutes catégories, foie, cru",0.9
701,"Turkey, all classes, liver, simmered","Dinde, toutes catégories, foie, mijoté",0.75
702,"Turkey, all classes, neck, meat only, raw","Dinde, toutes catégories, cou, viande seulement, crue",1.25
703,"Turkey, all classes, neck, meat only, simmered","Dinde, toutes catégories, cou, viande seulement, mijotée",1.0
704,"Turkey, all classes, light meat and skin, raw","Dinde, toutes catégories, cou, viande blanche et peau, crue",12.5105
705,"Turkey, all classes, light meat and skin, roasted","Dinde, toutes catégories, viande blanche et peau, rôtie",9.3088
706,"Turkey, all classes, dark meat and skin, raw","Dinde, toutes catégories, viande brune et peau, crue",8.0745
707,"Turkey, all classes, dark meat and skin, roasted","Dinde, toutes catégories, viande brune et peau, rôtie",5.6993
708,"Turkey, all classes, light meat only, raw","Dinde, toutes catégories, viande blanche seulement, crue",11.3586
709,"Turkey, all classes, light meat only, roasted","Dinde, toutes catégories, viande blanche seulement, rôtie",8.4755
710,"Turkey, all classes, dark meat only, raw","Dinde, toutes catégories, viande brune seulement, crue",7.2455
711,"Turkey, all classes, dark meat only, roasted","Dinde, toutes catégories, viande brune seulement, rôtie",5.2014
712,"Turkey, all classes, back, meat and skin, raw","Dinde, toutes catégories, dos, viande et peau, crue",0.9
713,"Turkey, all classes, back, meat and skin, roasted","Dinde, toutes catégories, dos, viande et peau, rôtie",0.75
714,"Turkey, all classes, breast, meat and skin, raw","Dinde, toutes catégories, poitrine, viande et peau, crue",10.2681
715,"Turkey, all classes, breast, meat and skin, roasted","Dinde, toutes catégories, poitrine, viande et peau, rôtie",7.7063
716,"Turkey, all classes, leg, meat and skin, raw","Dinde, toutes catégories, cuisse, viande et peau, crue",6.9267
717,"Turkey, all classes, leg, meat and skin, roasted","Dinde, toutes catégories, cuisse, viande et peau, rôtie",4.74
718,"Turkey, all classes, wing, meat and skin, raw","Dinde, toutes catégories, aile, viande et peau, crue",0.9
719,"Turkey, all classes, wing, meat and skin, roasted","Dinde, toutes catégories, aile, viande et peau, rôtie",0.75
722,"Turkey, broiler, meat and skin, raw","Dinde à griller, viande et peau, crue",12.87
723,"Turkey, broiler, meat and skin, roasted","Dinde à griller, viande et peau, rôtie",9.2395
724,"Turkey, broiler, meat only, raw","Dinde à griller, viande seulement, crue",11.47
725,"Turkey, broiler, meat only, roasted","Dinde à griller, viande seulement, rôtie",8.386
728,"Turkey, broiler, light meat and skin, raw","Dinde à griller, viande blanche et peau, crue",7.7
729,"Turkey, broiler, light meat and skin, roasted","Dinde à griller, viande blanche et peau, rôtie",5.7056
730,"Turkey, broiler, dark meat and skin, raw","Dinde à griller, viande brune et peau, crue",5.17
731,"Turkey, broiler, dark meat and skin, roasted","Dinde à griller, viande brune et peau, rôtie",3.5349
732,"Turkey, broiler, light meat only, raw","Dinde à griller, viande blanche seulement, crue",6.8663
733,"Turkey, broiler, light meat only, roasted","Dinde à griller, viande blanche seulement, rôtie",5.1817
734,"Turkey, broiler, dark meat only, raw","Dinde à griller, viande brune seulement, crue",4.603
735,"Turkey, broiler, dark meat only, roasted","Dinde à griller, viande brune seulement, rôtie",3.19
740,"Turkey, broiler, breast, meat and skin, raw","Dinde à griller, poitrine, viande et peau, crue",6.1868
741,"Turkey, broiler, breast, meat and skin, roasted","Dinde à griller, poitrine, viande et peau, rôtie",4.667
742,"Turkey, broiler, breast, meat only, raw","Dinde à griller, poitrine, viande seulement, crue",5.73
743,"Turkey, broiler, breast, meat only, roasted","Dinde à griller, poitrine, viande seulement, rôtie",4.365
744,"Turkey, broiler, leg, meat and skin, raw","Dinde à griller, cuisse, viande et peau, crue",4.482
745,"Turkey, broiler, leg, meat and skin, roasted","Dinde à griller, cuisse, viande et peau, rôtie",2.948
746,"Turkey, broiler, leg, meat only, raw","Dinde à griller, cuisse, viande seulement, crue",4.002
747,"Turkey, broiler, leg, meat only, roasted","Dinde à griller, cuisse, viande seulement, rôtie",2.689
748,"Turkey, broiler, wing, meat and skin, raw","Dinde à griller, aile, viande et peau, crue",0.9
749,"Turkey, broiler, wing, meat and skin, roasted","Dinde à griller, aile, viande et peau, rôtie",0.75
750,"Turkey, broiler, wing, meat only, raw","Dinde à griller, aile, viande seulement, crue",1.1336
751,"Turkey, broiler, wing, meat only, roasted","Dinde à griller, aile, viande seulement, rôtie",0.8219
754,"Turkey, hen, meat and skin, raw","Dinde, jeune, viande et peau, crue",20.69
755,"Turkey, hen, meat and skin, roasted","Dinde, jeune, viande et peau, rôtie",14.22
756,"Turkey, hen, meat only, raw","Dinde, jeune, viande seulement, crue",18.53
757,"Turkey, hen, meat only, roasted","Dinde, jeune, viande seulement, rôtie",13.1
760,"Turkey, hen, light meat and skin, raw","Dinde, jeune, viande blanche et peau, crue",12.75
761,"Turkey, hen, light meat and skin, roasted","Dinde, jeune, viande blanche et peau, rôtie",8.74
762,"Turkey, hen, dark meat and skin, raw","Dinde, jeune, viande brune et peau, crue",7.93
763,"Turkey, hen, dark meat and skin, roasted","Dinde, jeune, viande brune et peau, rôtie",5.48
764,"Turkey, hen, light meat only, raw","Dinde, jeune, viande blanche seulement, crue",11.56
765,"Turkey, hen, light meat only, roasted","Dinde, jeune, viande blanche seulement, rôtie",8.08
766,"Turkey, hen, dark meat only, raw","Dinde, jeune, viande brune seulement, crue",6.97
767,"Turkey, hen, dark meat only, roasted","Dinde, jeune, viande brune seulement, rôtie",5.02
770,"Turkey, hen, breast, meat and skin, raw","Dinde, jeune, poitrine, viande et peau, crue",10.54
771,"Turkey, hen, breast, meat and skin, roasted","Dinde, jeune, poitrine, viande et peau, rôtie",7.28
772,"Turkey, hen, leg, meat and skin, raw","Dinde, jeune, cuisse, viande et peau, crue",6.81
773,"Turkey, hen, leg, meat and skin, roasted","Dinde, jeune, cuisse, viande et peau, rôtie",4.64
774,"Turkey, hen, wing, meat and skin, raw","Dinde, jeune, aile, viande et peau, crue",0.9
775,"Turkey, hen, wing, meat and skin, roasted","Dinde, jeune, aile, viande et peau, rôtie",0.75
778,"Turkey, tom, meat and skin, raw","Dindon, jeune, viande et peau, cru",28.8207
779,"Turkey, tom, meat and skin, roasted","Dindon, jeune, viande et peau, rôti",22.0246
780,"Turkey, tom, meat only, raw","Dindon, jeune, viande seulement, cru",26.3749
781,"Turkey, tom, meat only, roasted","Dindon, jeune, viande seulement, rôti",19.9613
784,"Turkey, tom, light meat and skin, raw","Dindon, jeune, viande blanche et peau, cru",17.4578
785,"Turkey, tom, light meat and skin, roasted","Dindon, jeune, viande blanche et peau, rôti",13.7673
786,"Turkey, tom, dark meat and skin, raw","Dindon, jeune, viande brune et peau, cru",0.9
787,"Turkey, tom, dark meat and skin, roasted","Dindon, jeune, viande brune et peau, rôti",0.75
788,"Turkey, tom, light meat only, raw","Dindon, jeune, viande blanche seulement, cru",15.9917
789,"Turkey, tom, light meat only, roasted","Dindon, jeune, viande blanche seulement, rôti",12.4183
790,"Turkey, tom, dark meat only, raw","Dindon, jeune, viande brune seulement, cru",10.3832
791,"Turkey, tom, dark meat only, roasted","Dindon, jeune, viande brune seulement, rôti",7.543
794,"Turkey, tom, breast, meat and skin, raw","Dindon, jeune, poitrine, viande et peau, cru",14.3924
795,"Turkey, tom, breast, meat and skin, roasted","Dindon, jeune, poitrine, viande et peau, rôti",11.4099
796,"Turkey, tom, leg, meat and skin, raw","Dindon, jeune, cuisse, viande et peau, cru",9.768
797,"Turkey, tom, leg, meat and skin, roasted","Dindon, jeune, cuisse, viande et peau, rôti",6.7933
798,"Turkey, tom, wing, meat and skin, raw","Dindon, jeune, aile, viande et peau, cru",0.9
799,"Turkey, tom, wing, meat and skin, roasted","Dindon, jeune, aile, viande et peau, rôti",0.75
800,"Poultry food products, chicken, flaked, canned, deboned with broth","Volaille, produit: poulet en flocons, conserve, désossé avec bouillon",0.55
802,"Poultry food products, turkey, canned, boned, with broth","Volaille, produit: dinde, conserve, désossée, avec bouillon",0.5706
804,"Poultry food products, turkey and gravy, frozen","Volaille, produit: dinde et sauce, congelées",0.75
805,"Poultry food products, turkey patties, breaded, battered and fried","Volaille, produit: dinde, croquettes, panées, frites avec pâte",1.0
810,"Poultry food products, turkey sticks, breaded, battered, fried","Volaille, produit: dinde, bâtonnets, panés, frits, avec pâte",0.5917
811,"Poultry, mechanically deboned, from backs and necks with skin, raw","Volaille désossée mécaniquement, provenant de dos et cous avec peau, crue",0.9
812,"Poultry, mechanically deboned, from backs and necks only, raw","Volaille désossée mécaniquement, provenant de dos et cous seulement, crue",0.9
813,"Poultry, mechanically deboned, mature hens, raw","Volaille désossée mécaniquement, poule, crue",0.9
